Scenario,Profit,In_Out
1088,257934.4049439916,Out
1089,258426.22909861317,Out
1090,264084.50205601996,Out
1091,264520.42864480603,Out
1092,305435.44863491727,Out
1093,303622.8177702701,Out
1094,133175.04003898014,Out
1095,132263.73409606595,Out
1096,180693.11531222833,Out
1097,181088.66271891393,Out
1098,180868.54976928644,Out
1099,39359.64722738781,Out
1100,39424.87375498005,Out
1101,186801.45557135454,Out
1102,54262.98020643819,Out
1103,54326.79496435606,Out
1104,54084.13569417175,Out
1105,28648.75448773045,Out
1106,28626.092817052173,Out
1107,124842.57162358862,Out
1108,124315.36631590252,Out
1109,109839.62477461468,Out
1110,109304.6687264415,Out
1111,171370.9782591518,Out
1112,170722.585250228,Out
1113,171511.21406363117,Out
1114,92829.42884989944,Out
1115,92791.44593151877,Out
1116,139304.11378606898,Out
1117,138672.75314099062,Out
1118,313651.8505237146,Out
1119,312138.273881752,Out
1120,12835.986013599679,Out
1121,12835.986013599679,Out
1122,12835.986013599679,Out
1123,85127.79894056992,Out
1124,85272.02265402043,Out
1125,84784.80427946118,Out
1126,68178.49955111119,Out
1127,68370.73788834184,Out
1128,202837.7960765576,Out
1129,202986.042678066,Out
1130,134171.74252992266,Out
1131,134299.8542007009,Out
1132,133739.3109743978,Out
1133,167115.80673371808,Out
1134,167685.99007630898,Out
1135,167583.2545666715,Out
1136,177842.48652846453,Out
1137,178120.8602090877,Out
1138,177743.61059881994,Out
1139,235318.12829772406,Out
1140,235684.79109267035,Out
1141,233486.39049519805,Out
1142,85545.87795462599,Out
1143,85114.33563503301,Out
1144,125070.72813175696,Out
1145,125401.85624853733,Out
1146,125055.99971501277,Out
1147,29444.07907658429,Out
1148,149397.49194255288,Out
1149,148009.6938246611,Out
1150,43128.22147865521,Out
1151,43157.22338946363,Out
1152,42890.995855698464,Out
1153,20951.108034444173,Out
1154,21083.93522707335,Out
1155,21086.244573800333,Out
1156,99030.89983075575,Out
1157,99170.17492397162,Out
1158,98328.96028097018,Out
1159,86031.10460128385,Out
1160,86298.46861680012,Out
1161,85472.32280294318,Out
1162,120892.30789645202,Out
1163,68164.69678057215,Out
1164,67960.5621288099,Out
1165,105023.5983924548,Out
1166,104578.56597335383,Out
1167,104351.79991901436,Out
1168,239232.67722693324,Out
1169,239737.34960841874,Out
1170,237617.07866652624,Out
1171,11288.904684200155,Out
1172,11288.904684200155,Out
1173,66221.54275614546,Out
1174,66296.2216495046,Out
1175,65819.82211797725,Out
1176,46524.97184921332,Out
1177,46407.87901352105,Out
1178,49956.295924964485,Out
1179,49409.17427865086,Out
1180,50088.901565367705,Out
1181,34542.373672737514,Out
1182,34680.86587617958,Out
1183,55119.2318119499,Out
1184,54587.72100785959,Out
1185,55467.61205189032,Out
1186,55274.05306075931,Out
1187,54726.8170382487,Out
1188,52049.92996008794,Out
1189,51537.93685676152,Out
1190,52023.34118447691,Out
1191,29154.289663193125,Out
1192,28727.80491970424,Out
1193,29515.850974080706,Out
1194,36238.67405908587,Out
1195,35893.370544071724,Out
1196,36381.19962010835,Out
1197,6668.916887088452,Out
1198,6626.576458360921,Out
1199,6713.328794406324,Out
1200,29006.841937123227,Out
