Scenario,Profit,In_Out
1071,2831.1584279445315,Out
1072,31900.249113829937,Out
1073,31442.68447256759,Out
1074,31260.365194896753,Out
1075,137537.3532624498,Out
1076,135932.02542807293,Out
1077,-42254.49785083549,Out
1078,1054.5655975557017,Out
1079,1076.1506791512,Out
1080,652.4324195936042,Out
1081,-14718.324673419269,Out
1082,-14826.960250229782,Out
1083,-14699.222800263866,Out
1084,153297.97433342825,Out
1085,153442.35006861584,Out
1086,64545.48763561628,Out
1087,135364.6753526259,Out
1088,135827.9643796731,Out
1089,136319.78853429467,Out
1090,141978.06149170146,Out
1091,142413.9880804875,Out
1092,183329.0080705988,Out
1093,181516.37720595163,Out
1094,11068.599474661592,Out
1095,10157.293531747398,Out
1096,58586.67474790984,Out
1097,58982.22215459542,Out
1098,58762.109204967914,Out
1099,-82746.79333693073,Out
1100,-82681.56680933849,Out
1101,64695.01500703602,Out
1102,-67843.46035788037,Out
1103,-67779.64559996249,Out
1104,-68022.30487014679,Out
1105,-93457.6860765881,Out
1106,-93480.34774726638,Out
1107,2736.131059270082,Out
1108,2208.925751583971,Out
1109,-12266.815789703869,Out
1110,-12801.771837877066,Out
1111,49264.53769483323,Out
1112,48616.14468590944,Out
1113,49404.7734993126,Out
1114,-29277.011714419124,Out
1115,-29314.994632799797,Out
1116,17197.673221750425,Out
1117,16566.312576672062,Out
1118,191545.40995939611,Out
1119,190031.8333174334,Out
1120,-109270.45455071886,Out
1121,-109270.45455071886,Out
1122,-109270.45455071886,Out
1123,-36978.64162374864,Out
1124,-36834.41791029812,Out
1125,-37321.63628485736,Out
1126,-53927.94101320733,Out
1127,-53735.7026759767,Out
1128,130902.37292333794,Out
1129,131050.61952484633,Out
1130,62236.31937670297,Out
1131,62364.43104748122,Out
1132,61803.88782117812,Out
1133,95180.3835804984,Out
1134,95750.5669230893,Out
1135,95647.83141345177,Out
1136,105907.06337524485,Out
1137,106185.43705586804,Out
1138,105808.18744560023,Out
1139,163382.70514450435,Out
1140,163749.3679394507,Out
1141,161550.96734197836,Out
1142,13610.454801406322,Out
1143,13178.912481813331,Out
1144,53135.304978537286,Out
1145,53466.433095317654,Out
1146,53120.57656179307,Out
1147,-42491.34407663538,Out
1148,77462.06878933324,Out
1149,76074.27067144145,Out
1150,-28807.201674564472,Out
1151,-28778.199763756034,Out
1152,-29044.427297521215,Out
1153,-50984.31511877551,Out
1154,-50851.487926146314,Out
1155,-50849.178579419335,Out
1156,27095.476677536077,Out
1157,27234.751770751936,Out
1158,26393.537127750482,Out
1159,14095.681448064184,Out
1160,14363.04546358046,Out
1161,13536.899649723504,Out
1162,48956.884743232345,Out
1163,-3770.726372647523,Out
1164,-3974.86102440978,Out
1165,33088.17523923513,Out
1166,32643.14282013417,Out
1167,32416.37676579469,Out
1168,167297.2540737135,Out
1169,167801.926455199,Out
1170,165681.65551330653,Out
1171,-60646.51846901952,Out
1172,-60646.51846901952,Out
1173,-5713.880397074224,Out
1174,-5639.201503715079,Out
1175,-6115.6010352424355,Out
1176,-25410.451304006347,Out
1177,-25527.544139698624,Out
1178,47848.65329993207,Out
1179,47301.531653618455,Out
1180,47981.2589403353,Out
1181,32434.7310477051,Out
1182,32573.223251147167,Out
1183,53011.589186917496,Out
1184,52480.07838282717,Out
1185,53359.969426857904,Out
1186,53166.41043572691,Out
1187,52619.1744132163,Out
1188,49942.28733505552,Out
1189,49430.2942317291,Out
1190,49915.698559444485,Out
1191,27046.64703816071,Out
1192,26620.162294671823,Out
1193,27408.208349048295,Out
1194,34131.03143405345,Out
1195,33785.7279190393,Out
1196,34273.55699507593,Out
1197,4561.274262056036,Out
1198,4518.933833328503,Out
1199,4605.6861693739065,Out
1200,26899.199312090812,Out
